_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
176.629583;-40.500556;    4523;4523;          ;102365;     ;         ;11 46 31.1;-40 30 02; 4.91; 0.66;  G3V               ;*
176.829583;-57.696389;    4526;4526;          ;102461;     ; 5334    ;11 47 19.1;-57 41 47; 5.41; 1.67;  K5III             ;*
176.996250;+20.218889;    4527;4527; 93    Leo;102509;     ;DQ Leo   ;11 47 59.1;+20 13 08; 4.53; 0.55;  G5III-IVe+A7V     ;*
176.978750; +8.245833;    4528;4528;  4    Vir;102510;     ;         ;11 47 54.9;+08 14 45; 5.32; 0.02;  A1                ;
177.059583;-66.814722;    4530;4530;   Mu  Mus;102584;     ;Mu  Mus  ;11 48 14.3;-66 48 53; 4.72; 1.54;  K4III             ;*
177.187917;-26.749722;    4532;4532;          ;102620;     ;II Hya   ;11 48 45.1;-26 44 59; 5.11; 1.60;  M4+III            ;*
177.265000;+14.571944;    4534;4534; 94Bet Leo;102647; 8314;Bet Leo  ;11 49 03.6;+14 34 19; 2.14; 0.09;  A3V               ;*
177.421250;-63.788333;    4537;4537;          ;102776;     ; 5357    ;11 49 41.1;-63 47 18; 4.32;-0.15;  B3Vne             ;*
177.485833;-70.225833;    4538;4538;          ;102839;     ;         ;11 49 56.6;-70 13 33; 4.97; 1.40;  G6Ib              ;
177.673750; +1.764722;    4540;4540;  5Bet Vir;102870;     ;         ;11 50 41.7;+01 45 53; 3.61; 0.55;  F9V               ;*
177.786250;-45.173611;    4546;4546;          ;102964;     ;         ;11 51 08.7;-45 10 25; 4.46; 1.30;  K3III             ;
177.963333;-65.206111;    4549;4549;          ;103079;     ;         ;11 51 51.2;-65 12 22; 4.90;-0.11;  B4V               ;*
178.227500;-33.908056;    4552;4552;   Bet Hya;103192;     ;Bet Hya  ;11 52 54.6;-33 54 29; 4.28;-0.10;  B9IIIpSi          ;*
178.457500;+53.694722;    4554;4554; 64Gam UMa;103287;     ; 5379    ;11 53 49.8;+53 41 41; 2.44; 0.00;  A0Ve              ;*
178.677083;-25.713889;    4558;4558;          ;103462;     ;         ;11 54 42.5;-25 42 50; 5.30; 0.88;  G4III             ;
179.003750;-17.150833;    4567;4567; 30Eta Crt;103632;     ; 5392    ;11 56 00.9;-17 09 03; 5.18;-0.02;  A0V               ;
179.563333;-56.317222;    4576;4576;          ;103961;     ; 5402    ;11 58 15.2;-56 19 02; 5.44;-0.08;  B8III             ;
179.905417;-78.221944;    4583;4583;   Eps Cha;104174;     ;         ;11 59 37.3;-78 13 19; 4.91;-0.06;  B9Vn              ;*
179.987083; +3.655278;    4585;4585;  7    Vir;104181;     ;         ;11 59 56.9;+03 39 19; 5.37; 0.00;  A1V               ;
180.218333; +6.614167;    4589;4589;  8Pi  Vir;104321;     ;         ;12 00 52.4;+06 36 51; 4.66; 0.13;  A5V               ;*
180.213333;-19.658889;    4590;4590;          ;104337;     ;         ;12 00 51.2;-19 39 32; 5.26;-0.20;  B1.5V             ;*
180.528333;+43.045556;    4594;4594; 67    UMa;104513;     ;DP UMa   ;12 02 06.8;+43 02 44; 5.21; 0.26;  F0Vam             ;*
180.756250;-63.312778;    4599;4599;   The1Cru;104671;     ;         ;12 03 01.5;-63 18 46; 4.33; 0.27;  Am                ;*
180.915000;-42.434167;    4600;4600;          ;104731;     ;         ;12 03 39.6;-42 26 03; 5.15; 0.41;  F6V               ;
181.080000;-63.165556;    4603;4603;   The2Cru;104841;     ;The2 Cru ;12 04 19.2;-63 09 56; 4.72;-0.08;  B2IV              ;*
181.161250;-68.329167;    4604;4604;          ;104878;     ;         ;12 04 38.7;-68 19 45; 5.35;-0.01;  A0IV              ;*
181.193750;-76.519167;    4605;4605;   Kap Cha;104902;     ;         ;12 04 46.5;-76 31 09; 5.04; 1.49;  K4III             ;
181.302083; +8.733056;    4608;4608;  9Omi Vir;104979;     ;         ;12 05 12.5;+08 43 59; 4.12; 0.98;  G8IIIaCN-1Ba1CH1  ;*
181.720417;-64.613611;    4616;4616;   Eta Cru;105211;     ;         ;12 06 52.9;-64 36 49; 4.15; 0.34;  F2III             ;
181.957500;-75.366944;    4617;4617;          ;105340;     ;         ;12 07 49.8;-75 22 01; 5.18; 1.30;  K2II-III          ;
182.021667;-50.661389;    4618;4618;          ;105382;     ;         ;12 08 05.2;-50 39 41; 4.47;-0.15;  B6IIIe            ;*
182.061250;-48.692778;    4620;4620;          ;105416;     ;         ;12 08 14.7;-48 41 34; 5.34;-0.01;  B9V               ;*
182.089583;-50.722500;    4621;4621;   Del Cen;105435;     ;Del Cen  ;12 08 21.5;-50 43 21; 2.60;-0.12;  B2IVne            ;*
182.103333;-24.728889;    4623;4623;  1Alp Crv;105452;     ;         ;12 08 24.8;-24 43 44; 4.02; 0.32;  F2III-IV          ;*
182.227083;-41.231389;    4625;4625;          ;105521;     ;V817 Cen ;12 08 54.5;-41 13 53; 5.48;-0.07;  B3IV              ;*
182.531250;-22.619722;    4630;4630;  2Eps Crv;105707;     ; 5483    ;12 10 07.5;-22 37 11; 3.00; 1.33;  K2.5IIIaBa0.2:    ;*
182.766250;-23.602500;    4635;4635;  3    Crv;105850;     ;         ;12 11 03.9;-23 36 09; 5.46; 0.06;  A2V               ;
182.912917;-52.368611;    4638;4638;   Rho Cen;105937;     ;         ;12 11 39.1;-52 22 07; 3.96;-0.15;  B3V               ;*
183.049583;+77.616389;    4646;4646;          ;106112;     ;         ;12 12 11.9;+77 36 59; 5.14; 0.33;  A5m               ;*
183.510833;-45.723889;    4652;4652;          ;106321;     ;         ;12 14 02.6;-45 43 26; 5.31; 1.43;  K3III             ;*
183.786250;-58.748889;    4656;4656;   Del Cru;106490;     ;Del Cru  ;12 15 08.7;-58 44 56; 2.80;-0.23;  B2IV              ;*
183.856667;+57.032500;    4660;4660; 69Del UMa;106591;     ; 5513    ;12 15 25.6;+57 01 57; 3.31; 0.08;  A3V               ;*
183.951667;-17.541944;    4662;4662;  4Gam Crv;106625;     ; 5515    ;12 15 48.4;-17 32 31; 2.59;-0.11;  B8IIIpHgMn        ;*
184.000833;+14.898889;    4663;4663;  6    Com;106661;     ;         ;12 16 00.2;+14 53 56; 5.10; 0.06;  A3V               ;
184.085417;+23.945278;    4667;4667;  7    Com;106714;     ;         ;12 16 20.5;+23 56 43; 4.95; 0.97;  G8IIIFe-0.5       ;*
184.125417;+33.061389;    4668;4668;          ;106760;     ;Var?     ;12 16 30.1;+33 03 41; 5.00; 1.14;  K0.5IIIb          ;*
184.392083;-67.960833;    4671;4671;   Eps Mus;106849;     ;Eps Mus  ;12 17 34.1;-67 57 39; 4.11; 1.58;  M5III             ;*
184.586250;-79.312222;    4674;4674;   Bet Cha;106911;     ; 5532    ;12 18 20.7;-79 18 44; 4.26;-0.12;  B5Vn              ;*
184.608750;-64.003056;    4679;4679;   Zet Cru;106983;     ;         ;12 18 26.1;-64 00 11; 4.04;-0.17;  B2.5V             ;*
184.748750;-55.143056;    4682;4682;          ;107079;     ; 5544    ;12 18 59.7;-55 08 35; 5.00; 1.59;  M1III             ;*
184.707917;+75.160556;    4687;4687;          ;107193;     ;         ;12 18 49.9;+75 09 38; 5.38;-0.02;  A1V               ;
184.976667; -0.666944;    4689;4689; 15Eta Vir;107259;     ; 5555    ;12 19 54.4;-00 40 01; 3.89; 0.02;  A2IV              ;*
184.952917;+48.984167;    4690;4690;  3    CVn;107274;     ;         ;12 19 48.7;+48 59 03; 5.29; 1.66;  M0III             ;
185.087500; +3.312500;    4695;4695; 16    Vir;107328;     ;         ;12 20 21.0;+03 18 45; 4.96; 1.16;  K0-IIIbFe-1       ;*
185.140417;-22.215833;    4696;4696;  5Zet Crv;107348; 8517;         ;12 20 33.7;-22 12 57; 5.21;-0.10;  B8Vne             ;*
185.179167;+17.792778;    4697;4697; 11    Com;107383; 8521;         ;12 20 43.0;+17 47 34; 4.74; 1.01;  G8+III            ;*
185.232083;-13.565556;    4699;4699;          ;107418;     ; 5564    ;12 20 55.7;-13 33 56; 5.14; 1.05;  K1III             ;
185.340000;-60.401111;    4700;4700;   Eps Cru;107446;     ; 5568    ;12 21 21.6;-60 24 04; 3.59; 1.42;  K3-4III           ;*
185.530417;-67.521944;    4703;4703;   Zet2Mus;107566;     ;         ;12 22 07.3;-67 31 19; 5.15; 0.19;  A5V               ;
185.705417;-57.676111;    4706;4706;          ;107696;     ;Var?     ;12 22 49.3;-57 40 34; 5.39;-0.10;  B9V               ;*
185.626250;+25.846111;    4707;4707; 12    Com;107700; 8530; 5581    ;12 22 30.3;+25 50 46; 4.81; 0.49;  G0III-IV+A3V      ;*
185.897500;-35.412778;    4712;4712;          ;107832;     ;         ;12 23 35.4;-35 24 46; 5.32;-0.08;  B9III             ;*
186.006250;+51.562222;    4716;4716;  5    CVn;107950;     ;Var      ;12 24 01.5;+51 33 44; 4.80; 0.87;  G6IIIBa0.2        ;*
186.077083;+26.098611;    4717;4717; 13    Com;107966;     ;GN Com   ;12 24 18.5;+26 05 55; 5.18; 0.08;  A3V               ;*
186.462083;+39.018611;    4728;4728;  6    CVn;108225;     ;         ;12 25 50.9;+39 01 07; 5.02; 0.96;  G9III             ;
186.628750;-63.122500;    4729;4729;          ;108250;     ;         ;12 26 30.9;-63 07 21; 4.86;-0.12;  B4IV              ;*
186.649583;-63.099167;    4730;4730;   Alp1Cru;108248;     ;         ;12 26 35.9;-63 05 57; 1.33;-0.24;  B0.5IV            ;*
186.652083;-63.099444;    4731;4731;   Alp2Cru;108249;     ;         ;12 26 36.5;-63 05 58; 1.73;-0.26;  B1V               ;*
186.631667;-51.450833;    4732;4732;          ;108257;     ;         ;12 26 31.6;-51 27 03; 4.82;-0.14;  B3Vn              ;*
186.600417;+27.268333;    4733;4733; 14    Com;108283;     ;         ;12 26 24.1;+27 16 06; 4.95; 0.27;  F0p               ;*
186.734583;+28.268333;    4737;4737; 15Gam Com;108381;     ;         ;12 26 56.3;+28 16 06; 4.36; 1.13;  K1IIIFe0.5        ;*
186.747083;+26.825556;    4738;4738; 16    Com;108382;     ;         ;12 26 59.3;+26 49 32; 5.00; 0.08;  A4V               ;*
186.869583;-58.991944;    4739;4739;          ;108396;     ;BL Cru   ;12 27 28.7;-58 59 31; 5.50; 1.45;  M4-5III           ;*
187.010000;-50.230556;    4743;4743;   Sig Cen;108483;     ;         ;12 28 02.4;-50 13 50; 3.91;-0.19;  B2V               ;*
187.093750;-39.041389;    4748;4748;          ;108541;     ;         ;12 28 22.5;-39 02 29; 5.44;-0.08;  B8V               ;
187.227917;+25.912778;    4752;4752; 17    Com;108662; 8568;AI Com   ;12 28 54.7;+25 54 46; 5.29;-0.05;  A1IVp             ;*
187.362083;+24.108889;    4753;4753; 18    Com;108722;     ;         ;12 29 26.9;+24 06 32; 5.48; 0.43;  F5III             ;*
187.466250;-16.515556;    4757;4757;  7Del Crv;108767; 8572; 5656    ;12 29 51.9;-16 30 56; 2.95;-0.05;  B9.5V             ;*
187.488750;+58.405833;    4760;4760; 74    UMa;108844;     ;         ;12 29 57.3;+58 24 21; 5.35; 0.20;  A5Del Del         ;
187.791250;-57.113333;    4763;4763;   Gam Cru;108903;     ; 5672    ;12 31 09.9;-57 06 48; 1.63; 1.59;  M3.5III           ;*
187.527917;+69.201111;    4765;4765;  4    Dra;108907;     ;CQ Dra   ;12 30 06.7;+69 12 04; 4.95; 1.62;  M3IIIa            ;*
187.752500;+24.567222;    4766;4766; 21    Com;108945;     ;UU Com   ;12 31 00.6;+24 34 02; 5.46; 0.05;  A2p               ;*
187.917917;-59.423889;    4768;4768;          ;108968;     ;BG Cru   ;12 31 40.3;-59 25 26; 5.48; 0.63;  F7Ib-II           ;*
188.116667;-72.133056;    4773;4773;   Gam Mus;109026;     ;         ;12 32 28.0;-72 07 59; 3.87;-0.15;  B5V               ;*
188.017500;-16.196111;    4775;4775;  8Eta Crv;109085;     ; 5690    ;12 32 04.2;-16 11 46; 4.31; 0.38;  F2III-IV          ;*
188.445000; -9.451944;    4781;4781; 21    Vir;109309;     ;         ;12 33 46.8;-09 27 07; 5.48;-0.03;  A0V               ;
188.412083;+33.247500;    4783;4783;          ;109317;     ;         ;12 33 38.9;+33 14 51; 5.42; 1.00;  K0IIICN-1         ;
188.435417;+41.357500;    4785;4785;  8Bet CVn;109358;     ; 5725    ;12 33 44.5;+41 21 27; 4.26; 0.59;  G0V               ;*
188.596667;-23.396667;    4786;4786;  9Bet Crv;109379;     ; 5729    ;12 34 23.2;-23 23 48; 2.65; 0.89;  G5II              ;*
188.370833;+69.788333;    4787;4787;  5Kap Dra;109387;     ;Kap Dra  ;12 33 29.0;+69 47 18; 3.87;-0.13;  B6IIIpe           ;*
188.712917;+22.629167;    4789;4789; 23    Com;109485;     ;         ;12 34 51.1;+22 37 45; 4.81; 0.00;  A0IV              ;*
188.782500;+18.376944;    4792;4792; 24    Com;109511; 8600; 5748    ;12 35 07.8;+18 22 37; 5.02; 1.15;  K2III             ;*
188.939583;-41.021944;    4794;4794;          ;109536;     ;Var?     ;12 35 45.5;-41 01 19; 5.13; 0.22;  A7III             ;*
188.683333;+70.021944;    4795;4795;  6    Dra;109551;     ;         ;12 34 44.0;+70 01 19; 4.94; 1.31;  K3III*            ;*
189.295833;-69.135556;    4798;4798;   Alp Mus;109668;     ;Alp Mus  ;12 37 11.0;-69 08 08; 2.69;-0.20;  B2IV-V            ;*
189.097083;+59.486944;    4800;4800;          ;109729;     ;T UMa    ;12 36 23.3;+59 29 13; 5.50;     ;  M4IIIe            ;*
189.425833;-48.541111;    4802;4802;   Tau Cen;109787;     ;         ;12 37 42.2;-48 32 28; 3.86; 0.05;  A2V               ;
189.425833;-27.138889;    4803;4803;          ;109799; 8612;         ;12 37 42.2;-27 08 20; 5.45; 0.32;  F1IV              ;*
189.811667; -7.995556;    4813;4813; 26Chi Vir;110014;     ;         ;12 39 14.8;-07 59 44; 4.66; 1.23;  K2III-IIIbCN1     ;*
189.780417;+21.062500;    4815;4815; 26    Com;110024;     ;         ;12 39 07.3;+21 03 45; 5.46; 0.96;  G9III             ;*
189.968750;-39.987500;    4817;4817;          ;110073;     ; 5835    ;12 39 52.5;-39 59 15; 4.64;-0.08;  B8II/III          ;*
190.379167;-48.959722;    4819;4819;   Gam Cen;110304;     ;         ;12 41 31.0;-48 57 35; 2.17;-0.01;  A1IV              ;*
190.485833;-59.685833;    4823;4823;          ;110335;     ; 5858    ;12 41 56.6;-59 41 09; 4.93;-0.04;  B6IVe             ;*
190.415000; -1.449444;    4825;4825; 29Gam Vir;110379; 8630; 5859    ;12 41 39.6;-01 26 58; 3.65; 0.36;  F0V               ;*
190.415000; -1.449444;    4826;4826; 29Gam Vir;110380; 8630; 5859    ;12 41 39.6;-01 26 58; 3.68;     ;  F0V               ;*
190.471250;+10.235556;    4828;4828; 30Rho Vir;110411;     ;Rho Vir  ;12 41 53.1;+10 14 08; 4.88; 0.09;  A0V               ;*
190.709583;-63.058611;    4830;4830;          ;110432;     ;BZ Cru   ;12 42 50.3;-63 03 31; 5.31; 0.27;  B1IIIe            ;*
190.647500;-48.813056;    4831;4831;          ;110458;     ;         ;12 42 35.4;-48 48 47; 4.66; 1.09;  K0III             ;*
191.002083;-28.323889;    4839;4839;          ;110666;     ;         ;12 44 00.5;-28 19 26; 5.48; 1.34;  K4III             ;
191.407917;-60.981111;    4842;4842;   Iot Cru;110829;     ;         ;12 45 37.9;-60 58 52; 4.69; 1.05;  K0III             ;*
191.570417;-68.108056;    4844;4844;   Bet Mus;110879;     ;         ;12 46 16.9;-68 06 29; 3.05;-0.18;  B2.5V             ;*
191.282500;+45.440278;    4846;4846;          ;110914;     ;Y CVn    ;12 45 07.8;+45 26 25; 4.99; 2.54;  C7I               ;*
191.404583; +7.673333;    4847;4847; 32    Vir;110951;     ;FM Vir   ;12 45 37.1;+07 40 24; 5.22; 0.33;  F0IIIm            ;*
191.594583;-56.488889;    4848;4848;          ;110956;     ;         ;12 46 22.7;-56 29 20; 4.65;-0.16;  B3V               ;*
191.661250;+16.577500;    4851;4851; 27    Com;111067;     ;         ;12 46 38.7;+16 34 39; 5.12; 1.35;  K3III             ;
191.930000;-59.688611;    4853;4853;   Bet Cru;111123;     ;Bet Cru  ;12 47 43.2;-59 41 19; 1.25;-0.23;  B0.5III           ;*
191.893333;+66.790278;    4863;4863;  7    Dra;111335;     ;         ;12 47 34.4;+66 47 25; 5.43; 1.56; gK5                ;
193.744167;-85.123333;    4870;4870;   Iot Oct;111482;     ;         ;12 54 58.6;-85 07 24; 5.46; 1.02;  K0III             ;*
192.671667;-33.999444;    4874;4874;          ;111597;     ;         ;12 50 41.2;-33 59 58; 4.91;-0.04;  A0IV              ;*
192.924583;+27.540556;    4883;4883; 31    Com;111812;     ;Var?     ;12 51 41.9;+27 32 26; 4.94; 0.67;  G0III             ;*
193.278750;-48.943333;    4888;4888;          ;111915;     ;         ;12 53 06.9;-48 56 36; 4.33; 1.37;  K3-4III           ;
193.359167;-40.178889;    4889;4889;          ;111968;     ;         ;12 53 26.2;-40 10 44; 4.27; 0.21;  A7III             ;
192.306667;+83.412778;    4893;4893;          ;112028; 8682;         ;12 49 13.6;+83 24 46; 5.28;-0.03;  A1IIIShell        ;*
193.324167;+21.245000;    4894;4894; 35    Com;112033; 8695;         ;12 53 17.8;+21 14 42; 4.90; 0.90;  G8III+F6V         ;*
193.663333;-59.146667;    4897;4897;   Lam Cru;112078;     ;Lam Cru  ;12 54 39.2;-59 08 48; 4.62;-0.15;  B4Vne             ;*
193.648333;-57.177778;    4898;4898;   Mu 1Cru;112092;     ;         ;12 54 35.6;-57 10 40; 4.03;-0.17;  B2IV-V            ;*
193.653333;-57.168333;    4899;4899;   Mu 2Cru;112091;     ;Mu2 Cru  ;12 54 36.8;-57 10 06; 5.17;-0.12;  B5Vne             ;*
193.588333; -9.538889;    4902;4902; 40Psi Vir;112142;     ;Psi Vir  ;12 54 21.2;-09 32 20; 4.79; 1.60;  M3-IIICa-1        ;*
193.507083;+55.959722;    4905;4905; 77Eps UMa;112185;     ;Eps UMa  ;12 54 01.7;+55 57 35; 1.77;-0.02;  A0pCr             ;*
193.830833;-42.915833;    4906;4906;          ;112213;     ;         ;12 55 19.4;-42 54 57; 5.47; 1.68;  M0III             ;
193.987500;-56.836111;    4908;4908;          ;112244;     ; 6024    ;12 55 57.0;-56 50 10; 5.32; 0.01;  O9Ib              ;*
193.900833; +3.397500;    4910;4910; 43Del Vir;112300;     ; 6026    ;12 55 36.2;+03 23 51; 3.38; 1.58;  M3+III            ;*
194.268333;-51.198611;    4913;4913;          ;112409;     ;         ;12 57 04.4;-51 11 55; 5.16;-0.06;  B8-9V             ;
194.007083;+38.318333;    4915;4915; 12Alp2CVn;112413; 8706;Alp2 CVn ;12 56 01.7;+38 19 06; 2.90;-0.12;  A0pSiEuHg         ;*
193.868750;+65.438611;    4916;4916;  8    Dra;112429;     ;         ;12 55 28.5;+65 26 19; 5.24; 0.28;  F0V               ;*
194.730833;+17.409444;    4920;4920; 36    Com;112769;     ; 6046    ;12 58 55.4;+17 24 34; 4.78; 1.56;  M1-IIIb           ;
195.567500;-71.548889;    4923;4923;   Del Mus;112985;     ;         ;13 02 16.2;-71 32 56; 3.62; 1.18;  K2III             ;*
195.068750;+30.785000;    4924;4924; 37    Com;112989; 8731;Var?     ;13 00 16.5;+30 47 06; 4.90; 1.17;  G9IIICH-2Fe1Ca1   ;*
194.979583;+66.597222;    4928;4928;  9    Dra;113092;     ;         ;12 59 55.1;+66 35 50; 5.32; 1.29;  K2III             ;
195.182500;+56.366389;    4931;4931; 78    UMa;113139; 8739; 6058    ;13 00 43.8;+56 21 59; 4.93; 0.36;  F2V               ;*
195.544167;+10.959167;    4932;4932; 47Eps Vir;113226;     ; 6064    ;13 02 10.6;+10 57 33; 2.83; 0.94;  G8IIIab           ;*
195.888333;-49.527222;    4933;4933;   Xi 1Cen;113314;     ;         ;13 03 33.2;-49 31 38; 4.85; 0.02;  A0V               ;*
196.569583;-48.463611;    4940;4940;          ;113703;     ;         ;13 06 16.7;-48 27 49; 4.71;-0.14;  B5V               ;*
196.727500;-49.906111;    4942;4942;   Xi 2Cen;113791;     ;         ;13 06 54.6;-49 54 22; 4.27;-0.19;  B1.5V             ;*
196.435417;+35.798889;    4943;4943; 14    CVn;113797;     ; 6089    ;13 05 44.5;+35 47 56; 5.25;-0.08;  B9V               ;*
196.794583;+27.624722;    4954;4954; 41    Com;113996;     ;         ;13 07 10.7;+27 37 29; 4.80; 1.48;  K5III             ;
196.974167;-10.740278;    4955;4955; 49    Vir;114038;     ;         ;13 07 53.8;-10 44 25; 5.19; 1.14;  K2III             ;*
197.263750;-23.118056;    4958;4958; 45Psi Hya;114149;     ;         ;13 09 03.3;-23 07 05; 4.95; 1.05;  K1III             ;
197.487500; -5.538889;    4963;4963; 51The Vir;114330; 8801;         ;13 09 57.0;-05 32 20; 4.38;-0.01;  A1IV s+Am         ;*
197.497083;+17.529444;    4968;4968; 42Alp Com;114378; 8804; 6116    ;13 09 59.3;+17 31 46; 5.22; 0.45;  F5V               ;*
197.497083;+17.529444;    4969;4969; 42Alp Com;114379; 8804; 6116    ;13 09 59.3;+17 31 46; 5.22;     ;  F5V               ;*
197.846667;-43.368889;    4973;4973;          ;114474;     ;         ;13 11 23.2;-43 22 08; 5.25; 1.05;  K1-2III           ;*
198.072500;-59.920833;    4975;4975;          ;114529;     ;V831 Cen ;13 12 17.4;-59 55 15; 4.60;-0.08;  B8V               ;*
198.013333;-37.803056;    4979;4979;          ;114613;     ;         ;13 12 03.2;-37 48 11; 4.85; 0.70;  G3V               ;
198.014583;-16.198611;    4981;4981; 53    Vir;114642;     ; 6136    ;13 12 03.5;-16 11 55; 5.04; 0.46;  F5III-IV          ;*
197.968333;+27.878056;    4983;4983; 43Bet Com;114710;     ;         ;13 11 52.4;+27 52 41; 4.26; 0.57;  F9.5V             ;*
198.561667;-59.103333;    4989;4989;          ;114837;     ;         ;13 14 14.8;-59 06 12; 4.92; 0.48;  F7IV              ;
198.812083;-67.894444;    4993;4993;   Eta Mus;114911;     ;Eta Mus  ;13 15 14.9;-67 53 40; 4.80;-0.08;  B8V               ;*
198.545417;-19.930833;    4995;4995; 55    Vir;114946;     ;         ;13 14 10.9;-19 55 51; 5.33; 0.87;  G6V               ;
198.429167;+40.152778;    4997;4997;          ;115004;     ;         ;13 13 43.0;+40 09 10; 4.92; 1.06;  G8IIIaCN0.5       ;
198.995000;-19.943056;    5001;5001; 57    Vir;115202;     ;         ;13 15 58.8;-19 56 35; 5.22; 1.03;  K1III-IV          ;*
199.304167;-66.783611;    5002;5002;          ;115211;     ; 6164    ;13 17 13.0;-66 47 01; 4.87; 1.50;  K2Ib-II           ;*
199.221250;-31.506111;    5006;5006;          ;115310;     ;         ;13 16 53.1;-31 30 22; 5.10; 0.96;  K1III             ;
199.193750; +9.424167;    5011;5011; 59    Vir;115383;     ;         ;13 16 46.5;+09 25 27; 5.22; 0.59;  G0V s             ;
199.315000;+13.675556;    5013;5013;          ;115478;     ;         ;13 17 15.6;+13 40 32; 5.33; 1.31;  K3III             ;
199.401250; +5.469722;    5015;5015; 60Sig Vir;115521;     ; 6173    ;13 17 36.3;+05 28 11; 4.80; 1.67;  M1III             ;*
199.385417;+40.572500;    5017;5017; 20    CVn;115604;     ;AO CVn   ;13 17 32.5;+40 34 21; 4.73; 0.30;  F3III             ;*
199.601250;-18.311389;    5019;5019; 61    Vir;115617;     ;         ;13 18 24.3;-18 18 41; 4.74; 0.71;  G6V               ;
199.730417;-23.171667;    5020;5020; 46Gam Hya;115659;     ; 6180    ;13 18 55.3;-23 10 18; 3.00; 0.92;  G8-IIIa           ;*
199.560417;+49.681944;    5023;5023; 21    CVn;115735;     ;BK CVn   ;13 18 14.5;+49 40 55; 5.15;-0.07;  A0V               ;*
200.157500;-52.748056;    5026;5026;          ;115823;     ; 6190    ;13 20 37.8;-52 44 53; 5.48;-0.13;  B6V               ;*
200.149167;-36.712222;    5028;5028;   Iot Cen;115892;     ;         ;13 20 35.8;-36 42 44; 2.75; 0.04;  A2V               ;
200.657917;-60.988333;    5035;5035;          ;116087;     ;         ;13 22 37.9;-60 59 18; 4.53;-0.13;  B3V               ;*
201.002083;-64.535833;    5041;5041;          ;116243;     ;         ;13 24 00.5;-64 32 09; 4.53; 0.85;  G6II              ;
201.279583;-74.887778;    5042;5042;   Iot1Mus;116244;     ;         ;13 25 07.1;-74 53 16; 5.05; 1.11;  K0III             ;
200.754583;-17.735278;    5044;5044; 63    Vir;116292;     ; 6213    ;13 23 01.1;-17 44 07; 5.37; 0.99;  KIII              ;
201.307917;-64.485278;    5048;5048;          ;116457;     ;         ;13 25 13.9;-64 29 07; 5.31; 0.40;  F2III             ;*
200.981250;+54.925278;    5054;5054; 79Zet UMa;116656; 8891; 6224    ;13 23 55.5;+54 55 31; 2.27; 0.02;  A1VpSrSi          ;*
200.985000;+54.921667;    5055;5055; 79Zet UMa;116657; 8891; 6225    ;13 23 56.4;+54 55 18; 3.95; 0.13;  A1m               ;*
201.298333;-11.161389;    5056;5056; 67Alp Vir;116658;     ;Alp Vir  ;13 25 11.6;-11 09 41; 0.98;-0.23;  B1III-IV+B2V      ;*
201.532500;-39.755278;    5058;5058;          ;116713;     ;         ;13 26 07.8;-39 45 19; 5.09; 1.20;  K0.5III:Ba3       ;*
201.306250;+54.988056;    5062;5062; 80    UMa;116842;     ; 6238    ;13 25 13.5;+54 59 17; 4.01; 0.16;  A5V               ;*
201.680000;-12.707778;    5064;5064; 68    Vir;116870;     ; 6244    ;13 26 43.2;-12 42 28; 5.25; 1.52;  M0III             ;*
201.863333;-15.973611;    5068;5068; 69    Vir;116976;     ; 6253    ;13 27 27.2;-15 58 25; 4.76; 1.09;  K0-III-IVCN2Fe0.5 ;*
202.355000;-51.165278;    5071;5071;          ;117150;     ;         ;13 29 25.2;-51 09 55; 5.06; 0.07;  A1V               ;
202.107500;+13.778889;    5072;5072; 70    Vir;117176;     ;         ;13 28 25.8;+13 46 44; 4.98; 0.71;  G4V               ;*
202.428333;-23.281389;    5080;5080;          ;117287; 8920;R Hya    ;13 29 42.8;-23 16 53; 4.97; 1.60;  M7IIIe            ;*
202.112917;+59.945833;    5085;5085;          ;117376;     ;         ;13 28 27.1;+59 56 45; 5.40;-0.01;  A1Vn              ;*
202.761250;-39.407500;    5089;5089;          ;117440;     ; 6283    ;13 31 02.7;-39 24 27; 3.88; 1.17;  G9Ib*             ;*
202.991250; -6.255833;    5095;5095; 74    Vir;117675;     ; 6297    ;13 31 57.9;-06 15 21; 4.69; 1.62;  M2III             ;
203.242083;-10.165000;    5100;5100; 76    Vir;117818;     ;         ;13 32 58.1;-10 09 54; 5.21; 0.96;  K0III             ;
203.532917; +3.658889;    5105;5105; 78    Vir;118022;     ;CW Vir   ;13 34 07.9;+03 39 32; 4.94; 0.03;  A1pSrCrEu         ;*
203.673333; -0.595833;    5107;5107; 79Zet Vir;118098;     ;         ;13 34 41.6;-00 35 45; 3.37; 0.11;  A3V               ;*
203.699167;+37.182500;    5110;5110;          ;118216;     ;BH CVn   ;13 34 47.8;+37 10 57; 4.98; 0.40;  F2IV              ;*
203.613750;+49.016111;    5112;5112; 24    CVn;118232;     ; 6322    ;13 34 27.3;+49 00 58; 4.70; 0.12;  A5V               ;*
204.365000;+36.295000;    5127;5127; 25    CVn;118623; 8974;         ;13 37 27.6;+36 17 42; 4.82; 0.23;  A7III             ;*
204.971667;-53.466389;    5132;5132;   Eps Cen;118716;     ;Eps Cen  ;13 39 53.2;-53 27 59; 2.30;-0.22;  B1III             ;*
